Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000277363,SRCIN1,226,1.79512,64,-0.5878,115,0.31580,63,-0.6147,57,-1.2833
ENSG00000273604,EPOP,4,-2.1926,23,0.47912,34,1.11727,11,-0.6872,19,0.28935
ENSG00000275023,MLLT6,85,0.54993,138,1.30966,85,0.48173,59,-0.0965,40,-1.1699
ENSG00000277972,CISD3,33,-1.1277,53,-0.3358,24,-1.4915,77,0.26024,83,0.91142
ENSG00000277791,PSMB3,69,-1.0682,31,-2.1519,70,-0.9634,104,-0.3613,184,1.40920
ENSG00000276293,PIP4K2B,85,-0.7304,132,0.01067,202,0.70286,134,0.03051,134,0.07144
ENSG00000273559,CWC25,41,0.89597,29,0.23460,40,0.77436,22,-0.1955,17,-0.9950
ENSG00000125691,RPL23,598,-0.0310,527,-0.2262,342,-0.8897,940,0.70764,614,0.03237
ENSG00000002834,LASP1,35,-0.7037,62,0.26166,73,0.50654,51,-0.0563,54,0.08937
ENSG00000263874,LINC00672,42,-1.2135,93,0.07658,78,-0.1871,60,-0.5971,109,0.78758
ENSG00000067191,CACNB1,12,-2.2266,37,-0.4723,69,0.50413,55,0.13569,61,0.72126
ENSG00000108298,RPL19,1087,0.02341,729,-0.6034,319,-1.8454,1717,0.76731,1144,0.21137
ENSG00000141750,STAC2,11,-2.0828,56,0.52889,103,1.59072,14,-1.6018,41,0.08897
ENSG00000108306,FBXL20,30,0.25502,31,0.31024,49,1.05397,23,-0.1972,20,-0.6818
ENSG00000125686,MED1,40,1.69637,19,0.13574,36,1.21759,3,-2.6201,8,-1.6424
ENSG00000167258,CDK12,71,2.04010,37,0.52378,31,0.23485,8,-1.7278,13,-1.7556
ENSG00000171532,NEUROD2,22,-2.4042,76,-0.4330,188,1.02608,63,-0.7318,123,0.72465
ENSG00000131771,PPP1R1B,77,-1.2071,260,0.78997,163,0.02467,346,1.28748,140,-0.4002
ENSG00000131748,STARD3,33,0.27409,17,-0.7734,41,0.57103,21,-0.4845,28,-0.0498
ENSG00000141744,PNMT,1,-4.1925,10,-0.9927,13,-0.6344,29,0.55775,28,1.33206
ENSG00000141741,MIEN1,35,-1.4660,36,-1.3434,38,-1.2607,94,0.13642,119,1.31076
ENSG00000172057,ORMDL3,16,-0.7765,18,-0.5647,21,-0.3554,66,1.55495,25,-0.1345
ENSG00000108344,PSMD3,42,-1.0707,41,-1.0242,59,-0.4645,60,-0.4536,106,1.11275
ENSG00000008838,MED24,7,-1.6939,11,-1.0130,38,0.87904,33,0.65475,24,0.30484
ENSG00000126351,THRA,131,-1.0709,350,0.55060,227,-0.1469,243,-0.0414,276,0.35316
ENSG00000126368,NR1D1,4,-2.8019,25,-0.0712,11,-1.2693,17,-0.6188,38,1.57336
ENSG00000188895,MSL1,54,-0.4544,83,0.24963,97,0.50726,84,0.27433,67,-0.1368
ENSG00000108349,CASC3,138,1.33574,43,-0.7350,77,0.15429,52,-0.4625,53,-0.7513
ENSG00000108352,RAPGEFL1,7,-1.9070,31,0.49014,36,0.71096,7,-1.7163,28,0.63451
ENSG00000171475,WIPF2,114,0.57333,92,0.16805,169,1.18134,88,0.09258,56,-1.0352
ENSG00000073584,SMARCE1,128,1.09397,74,0.04764,86,0.28573,61,-0.2564,53,-0.8559
ENSG00000213424,KRT222,26,-1.7330,130,0.88019,95,0.36431,30,-1.4105,88,0.51464
ENSG00000186395,KRT10,50,-0.8821,40,-1.1403,19,-2.2739,137,0.77085,107,0.84432
ENSG00000128422,KRT17,13,-2.8854,3,-4.7525,28,-1.6272,127,0.68909,122,1.70927
ENSG00000173812,EIF1,790,-0.0452,544,-0.6228,422,-1.0081,1043,0.40531,888,0.30697
ENSG00000141698,NT5C3B,28,-1.8727,76,-0.2741,62,-0.5881,95,0.08046,117,1.01768
ENSG00000131473,ACLY,34,-0.4902,9,-2.4490,56,0.34052,50,0.15329,53,0.52309
ENSG00000173786,CNP,1673,3.40390,35,-3.7187,75,-2.6368,344,-0.3599,161,-2.2390
ENSG00000168259,DNAJC7,115,-0.6262,267,0.77322,243,0.61435,96,-0.8399,165,-0.0171
ENSG00000108773,KAT2A,45,0.35901,16,-1.2307,37,0.01396,23,-0.6801,39,0.24347
ENSG00000108774,RAB5C,55,-0.2962,60,-0.1470,38,-0.8385,66,0.00355,75,0.44238
ENSG00000173757,STAT5B,43,1.06096,22,-0.1568,17,-0.5948,25,-0.0009,20,-0.5643
ENSG00000168610,STAT3,60,1.13851,21,-0.6684,42,0.37216,45,0.49757,23,-1.0062
ENSG00000177469,CAVIN1,176,3.56251,10,-2.2515,6,-2.9713,89,1.17473,4,-4.2716
ENSG00000033627,ATP6V0A1,140,-0.8344,164,-0.5334,435,1.04487,148,-0.6917,252,0.29330
ENSG00000068120,COASY,14,-1.2727,41,0.39803,30,-0.0989,30,-0.0605,36,0.48287
ENSG00000108788,MLX,7,-1.5515,26,0.40278,13,-0.6516,14,-0.5713,25,0.89036
ENSG00000141699,RETREG3,26,0.34817,34,0.76740,39,0.99449,6,-1.8401,17,-0.6066
ENSG00000131462,TUBG1,8,-1.7633,4,-2.7816,17,-0.5902,12,-1.1567,38,1.91499
ENSG00000037042,TUBG2,37,-1.6212,92,-0.1400,67,-0.6258,104,0.05547,128,0.92134
ENSG00000108797,CNTNAP1,28,-2.0482,71,-0.5398,152,0.67346,59,-0.8130,128,0.91328
ENSG00000108799,EZH1,67,0.76177,35,-0.3549,47,0.10281,9,-2.2956,43,-0.0498
ENSG00000131475,VPS25,11,-1.4497,5,-2.3742,15,-0.9654,42,0.68310,36,1.09083
ENSG00000183978,COA3,57,-1.6242,144,-0.1221,92,-0.8115,181,0.23302,197,0.88819
ENSG00000126581,BECN1,30,-1.0697,37,-0.6622,63,0.16978,35,-0.7557,72,0.87652
ENSG00000131467,PSME3,20,-1.2021,29,-0.6018,49,0.22292,67,0.74062,47,0.33651
ENSG00000266967,AARSD1,24,-1.2367,31,-0.7243,45,-0.1659,34,-0.6028,66,1.05081
ENSG00000198863,RUNDC1,16,-0.9307,12,-1.3423,48,0.85519,29,0.03467,32,0.39169
ENSG00000131469,RPL27,543,-0.4923,660,-0.1451,285,-1.4277,1143,0.74447,798,0.32985
ENSG00000108828,VAT1,42,0.84244,11,-1.3529,21,-0.3620,48,0.93250,22,-0.5820
ENSG00000108830,RND2,28,-0.4565,50,0.47142,26,-0.5400,85,1.36970,32,-0.4411
ENSG00000267002,AC060780.1,22,0.37937,27,0.66043,17,-0.0854,9,-0.9693,16,-0.2367
ENSG00000188554,NBR1,123,1.11595,40,-0.8396,70,0.02701,71,0.05619,55,-0.6381
ENSG00000175906,ARL4D,4,-1.8663,6,-1.2004,11,-0.4062,7,-0.9867,20,1.58536
ENSG00000067596,DHX8,19,0.22380,4,-1.9032,21,0.33411,27,0.76939,16,-0.2033
ENSG00000108861,DUSP3,83,-0.7166,125,-0.0276,205,0.77838,70,-0.9162,139,0.29080
ENSG00000108852,MPP2,44,0.22687,28,-0.4989,53,0.47347,31,-0.3509,38,-0.0729
ENSG00000091947,TMEM101,25,0.59485,9,-0.9835,17,-0.0737,42,1.44481,13,-0.8490
ENSG00000161654,LSM12,20,-0.9125,45,0.38342,35,0.01197,20,-0.8619,41,0.53751
ENSG00000141349,G6PC3,34,0.13832,8,-2.0477,14,-1.2118,43,0.49463,36,0.41260
ENSG00000108840,HDAC5,75,-0.7851,191,0.76182,107,-0.1757,161,0.48210,118,-0.0496
ENSG00000168591,TMUB2,37,0.37238,13,-1.2210,35,0.27592,20,-0.6130,31,0.12063
ENSG00000087152,ATXN7L3,22,-1.8870,134,1.00660,101,0.52977,32,-1.2665,81,0.38205
ENSG00000108312,UBTF,70,-0.1064,82,0.15528,91,0.31750,65,-0.2090,73,-0.0417
ENSG00000108309,RUNDC3A,59,-2.9336,525,0.51958,439,0.22951,263,-0.5739,473,0.81426
ENSG00000013306,SLC25A39,31,-0.2501,39,0.16190,23,-0.6456,60,0.85868,34,-0.0991
ENSG00000030582,GRN,40,0.00330,9,-2.1602,36,-0.1677,50,0.32719,45,0.33840
ENSG00000161682,FAM171A2,10,-2.5074,30,-0.7649,77,0.74164,35,-0.5019,62,0.94291
ENSG00000186566,GPATCH8,145,2.14008,50,-0.1015,62,0.25772,29,-0.9048,25,-1.7539
ENSG00000180329,CCDC43,65,0.41420,59,0.22388,73,0.55754,32,-0.7551,46,-0.3627
ENSG00000073670,ADAM11,8,-2.5759,18,-1.2631,66,0.72100,26,-0.7501,56,1.14603
ENSG00000108883,EFTUD2,19,-0.7111,11,-1.4001,30,0.01068,9,-1.6866,39,1.11619
ENSG00000131095,GFAP,5936,1.66239,1330,-1.0435,562,-2.3260,11153,2.66414,638,-2.9641
ENSG00000131094,C1QL1,48,0.53029,19,-1.0009,18,-1.0308,60,0.82823,34,-0.1937
ENSG00000172992,DCAKD,9,-1.0743,9,-1.0019,10,-0.9245,32,0.93627,22,0.60675
ENSG00000136448,NMT1,340,0.25110,330,0.17601,569,1.08187,193,-0.6614,247,-0.5224
ENSG00000161714,PLCD3,51,0.52014,42,0.15461,19,-1.0863,123,2.01229,23,-1.3126
ENSG00000186834,HEXIM1,17,-1.4080,36,-0.1867,47,0.23246,54,0.46592,45,0.41562
ENSG00000184922,FMNL1,6,-2.2433,23,-0.1237,16,-0.7096,26,0.03257,33,1.10448
ENSG00000264589,MAPT-AS1,4,-1.9849,17,0.25452,8,-0.8574,29,1.15182,16,0.35906
ENSG00000186868,MAPT,264,-0.2704,405,0.43354,621,1.15715,183,-0.8133,277,-0.3251
ENSG00000120071,KANSL1,55,1.65415,24,-0.0106,36,0.65983,15,-0.7534,13,-1.4464
ENSG00000073969,NSF,44,-3.1619,162,-1.0958,616,1.02921,125,-1.4879,440,1.15113
ENSG00000108379,WNT3,14,-0.6716,9,-1.3100,10,-1.1170,21,-0.0377,28,1.00057
ENSG00000108433,GOSR2,27,-0.7218,44,0.08571,35,-0.2612,41,-0.0049,47,0.42909
ENSG00000179673,RPRML,5,-2.7659,15,-1.1661,37,0.25161,16,-0.9962,45,1.49309
ENSG00000262879,AC005670.3,63,1.52531,31,0.08351,46,0.72329,10,-1.5918,18,-1.2182
ENSG00000004897,CDC27,77,0.25113,85,0.39391,103,0.70900,34,-1.0426,60,-0.3328
ENSG00000141279,NPEPPS,159,0.12621,155,0.06943,226,0.67991,114,-0.4123,137,-0.2522
ENSG00000108424,KPNB1,287,0.89811,201,0.19188,301,0.86224,96,-0.9478,131,-0.8388
ENSG00000198933,TBKBP1,7,-1.6321,25,0.37452,28,0.60664,16,-0.3236,22,0.39564
ENSG00000159111,MRPL10,16,-1.4387,17,-1.2617,36,-0.1905,45,0.16323,52,0.97954
ENSG00000264920,AC018521.5,22,-1.1067,49,0.15884,24,-0.9471,72,0.80127,49,0.37215
ENSG00000108439,PNPO,13,-1.4611,34,0.13067,33,0.07620,39,0.36479,35,0.42603
ENSG00000108465,CDK5RAP3,63,0.70273,18,-1.3290,33,-0.3811,62,0.60573,38,-0.3050
ENSG00000082641,NFE2L1,188,0.14441,206,0.27135,351,1.16903,131,-0.4431,141,-0.5932
ENSG00000108468,CBX1,155,0.45599,184,0.68314,169,0.54322,99,-0.3172,94,-0.6899
ENSG00000002919,SNX11,12,-0.3094,11,-0.4017,15,0.13708,13,-0.1723,15,0.30389
ENSG00000136436,CALCOCO2,126,1.82175,66,0.37130,62,0.27315,40,-0.4202,25,-1.7115
ENSG00000159199,ATP5MC1,72,-2.1300,176,-0.6875,87,-1.7415,194,-0.5425,402,1.73644
ENSG00000159202,UBE2Z,67,-0.0174,49,-0.5242,114,0.83566,32,-1.1417,70,0.08588
ENSG00000159210,SNF8,42,-0.8450,45,-0.6906,46,-0.6362,115,0.81148,80,0.45439
ENSG00000198740,ZNF652,120,2.82317,39,0.17020,34,-0.0405,17,-1.0728,10,-2.7256
ENSG00000167085,PHB,57,-0.6653,37,-1.2680,63,-0.4460,88,0.07071,104,0.78358
ENSG00000182575,NXPH3,17,0.08115,13,-0.3202,19,0.24191,18,0.16061,16,-0.0942
ENSG00000121067,SPOP,84,0.49560,55,-0.2491,144,1.34679,59,-0.1322,47,-0.8634
ENSG00000121073,SLC35B1,25,-0.6697,13,-1.5588,18,-1.1100,28,-0.4606,51,1.19085
ENSG00000136504,KAT7,31,0.31688,24,-0.1194,34,0.45717,17,-0.6300,24,-0.1619
ENSG00000005882,PDK2,41,-0.9955,31,-1.3359,54,-0.4954,63,-0.2647,99,1.08915
ENSG00000167100,SAMD14,1,-4.3154,60,1.15199,24,-0.3438,19,-0.6678,37,0.79068
ENSG00000108819,PPP1R9B,44,-1.6906,232,0.99931,94,-0.4547,165,0.43390,135,0.21434
ENSG00000108826,MRPL27,44,-1.2275,57,-0.7455,63,-0.6122,115,0.34648,116,0.84327
ENSG00000108829,LRRC59,19,-0.8019,22,-0.5202,22,-0.5180,15,-1.0221,39,1.02570
ENSG00000136444,RSAD1,6,-1.7630,15,-0.4259,28,0.50804,26,0.41744,23,0.48594
ENSG00000006282,SPATA20,32,0.07866,29,-0.0711,21,-0.5714,46,0.64741,29,-0.1213
ENSG00000154945,ANKRD40,259,2.62450,39,-1.1008,52,-0.6905,63,-0.3832,37,-1.8652
ENSG00000108848,LUC7L3,1353,2.69204,293,-0.5505,352,-0.2671,187,-1.2308,175,-2.0144
ENSG00000141232,TOB1,32,0.91420,17,-0.2405,13,-0.6790,28,0.54949,16,-0.6089
ENSG00000008294,SPAG9,533,2.04897,232,0.22025,262,0.41768,101,-1.0668,94,-1.8234
ENSG00000239672,NME1,47,-2.3628,58,-1.9405,83,-1.4100,169,-0.3195,313,1.95160
ENSG00000243678,NME2,129,-1.6158,260,-0.4466,128,-1.5222,340,-0.0315,471,1.25555
ENSG00000011260,UTP18,37,0.17694,30,-0.1759,21,-0.6934,28,-0.2823,36,0.22450
ENSG00000154975,CA10,4,-3.7813,42,-0.1989,86,0.96654,17,-1.5111,62,1.00493
ENSG00000166260,COX11,38,-0.8874,51,-0.3589,41,-0.7047,60,-0.1136,80,0.81125
ENSG00000108924,HLF,13,-3.0988,57,-0.7654,169,0.95764,44,-1.1677,124,1.05627
ENSG00000108960,MMD,34,-1.8694,117,0.12031,174,0.76361,51,-1.1563,131,0.67180
ENSG00000153933,DGKE,29,-0.2296,41,0.34689,87,1.64036,10,-1.7798,28,-0.4834
ENSG00000121058,COIL,46,0.87825,30,0.11338,35,0.31539,12,-1.3036,24,-0.4782
ENSG00000121064,SCPEP1,27,0.05173,6,-2.1946,41,0.73020,26,-0.0362,27,0.08648
ENSG00000121057,AKAP1,43,0.29015,62,0.85781,49,0.47550,25,-0.5894,30,-0.5611
ENSG00000153944,MSI2,49,-0.0325,110,1.33094,45,-0.1653,120,1.48186,29,-1.3484
ENSG00000181610,MRPS23,32,-1.3831,69,-0.1309,63,-0.2770,70,-0.1004,93,0.79967
ENSG00000180891,CUEDC1,74,2.09234,12,-1.1836,13,-1.0980,23,-0.2705,17,-1.1555
ENSG00000136451,VEZF1,77,2.89607,12,-0.9312,11,-1.0149,15,-0.5733,8,-2.1159
ENSG00000136450,SRSF1,72,0.66628,26,-1.0307,40,-0.3627,38,-0.4203,51,0.03191
ENSG00000264364,DYNLL2,209,-0.2716,233,-0.0764,418,0.87650,188,-0.4098,239,-0.0735
ENSG00000005379,TSPOAP1,10,-2.4011,78,0.79285,34,-0.5222,56,0.25205,56,0.56986
ENSG00000213246,SUPT4H1,29,-1.2399,51,-0.2871,30,-1.0707,60,-0.0202,79,0.98043
ENSG00000108389,MTMR4,27,0.08590,9,-1.5781,43,0.84317,6,-2.0894,28,0.33204
ENSG00000108387,SEPTIN4,1195,2.82679,76,-2.3255,88,-2.1060,326,-0.1337,170,-1.7547
ENSG00000108384,RAD51C,9,-2.1275,22,-0.7103,29,-0.2819,29,-0.2815,48,1.26099
ENSG00000175175,PPM1E,5,-2.5240,14,-0.8777,32,0.41149,23,-0.1155,33,1.02378
ENSG00000108395,TRIM37,36,-1.7938,96,-0.1958,208,1.06991,32,-1.8290,132,0.68487
ENSG00000182628,SKA2,45,0.62186,28,-0.1833,16,-1.0132,67,1.24009,25,-0.6935
ENSG00000153982,GDPD1,34,0.11492,33,0.04801,70,1.31671,12,-1.3996,28,-0.3993
ENSG00000175155,YPEL2,85,1.44754,38,-0.1049,55,0.49602,7,-2.4722,29,-0.8705
ENSG00000265313,LINC01476,1,-3.7754,33,1.44911,25,0.95809,2,-2.4517,15,0.25567
ENSG00000108406,DHX40,46,1.41882,20,-0.1867,29,0.41217,16,-0.5089,15,-1.0716
ENSG00000141367,CLTC,153,-1.4251,188,-1.0271,408,0.17751,226,-0.7474,481,1.09225
ENSG00000141378,PTRH2,14,-0.7186,16,-0.4588,11,-1.0400,18,-0.3676,29,0.92450
ENSG00000062716,VMP1,42,-0.2625,16,-1.6827,32,-0.6507,26,-0.9401,63,0.98752
ENSG00000108443,RPS6KB1,31,0.67487,25,0.24715,36,0.85674,19,-0.2090,15,-0.8534
ENSG00000167434,CA4,6,-1.5443,8,-0.8821,11,-0.5219,0,-4.8977,23,1.82226
ENSG00000170832,USP32,63,0.90589,31,-0.3273,41,0.09668,18,-1.1437,35,-0.3074
ENSG00000062725,APPBP2,41,0.45424,17,-0.9962,52,0.80384,26,-0.3041,29,-0.2900
ENSG00000141376,BCAS3,43,0.47900,12,-1.5083,66,1.13670,16,-1.0697,30,-0.2408
ENSG00000108510,MED13,75,1.66408,27,-0.2928,61,0.99930,43,0.43230,13,-2.0406
ENSG00000146872,TLK2,63,0.79422,49,0.26361,62,0.64532,30,-0.5085,31,-0.7659
ENSG00000170921,TANC2,27,-0.6769,40,-0.0222,88,1.29212,35,-0.2497,38,-0.1820
ENSG00000008283,CYB561,12,-1.7157,22,-0.6833,57,0.84070,16,-1.1718,43,0.84852
ENSG00000136485,DCAF7,96,0.65886,98,0.60725,113,0.84942,75,0.18325,43,-1.1343
ENSG00000136463,TACO1,14,-0.6734,13,-0.7143,22,0.02854,8,-1.3592,27,0.89254
ENSG00000198909,MAP3K3,29,1.37326,4,-1.7907,14,-0.0581,17,0.23927,11,-0.7681
ENSG00000266173,STRADA,30,0.70514,14,-0.5477,20,-0.0254,7,-1.5709,21,0.01484
ENSG00000136490,LIMD2,6,-1.4889,13,-0.3280,17,0.07760,6,-1.5370,21,1.12894
ENSG00000108588,CCDC47,149,1.26279,110,0.56752,139,0.96152,46,-0.8059,43,-1.4441
ENSG00000198231,DDX42,99,0.09351,138,0.62621,117,0.34727,77,-0.3093,84,-0.3375
ENSG00000108592,FTSJ3,25,0.62873,4,-2.0303,13,-0.5058,26,0.63133,17,-0.1449
ENSG00000087191,PSMC5,160,-0.5978,177,-0.3955,136,-0.7923,213,-0.1012,276,0.70327
ENSG00000266402,SNHG25,69,1.31435,21,-0.8227,14,-1.4087,86,1.50343,21,-1.2628
ENSG00000136478,TEX2,53,0.40720,22,-0.9967,56,0.46316,30,-0.5329,41,-0.0383
ENSG00000108654,DDX5,394,0.66831,122,-1.2419,238,-0.2232,247,-0.1664,270,-0.0448
ENSG00000258890,CEP95,61,1.64685,22,-0.2628,18,-0.5831,33,0.32427,16,-1.2271
ENSG00000154240,CEP112,19,-0.1270,46,1.34373,40,1.11036,32,0.70532,11,-1.4124
ENSG00000154229,PRKCA,31,-1.2745,85,0.34571,119,0.90023,104,0.68558,64,-0.2209
ENSG00000198265,HELZ,44,0.64530,35,0.18112,77,1.53619,26,-0.2747,19,-1.2259
ENSG00000197170,PSMD12,40,-0.8436,71,0.11309,106,0.77295,39,-0.7837,71,0.27029
ENSG00000154217,PITPNC1,18,-0.6984,32,0.23837,36,0.40104,41,0.64463,26,-0.1348
ENSG00000130935,NOL11,10,-0.6888,13,-0.3261,14,-0.2052,29,0.99320,16,0.07986
ENSG00000171634,BPTF,949,2.25452,588,0.92464,478,0.57305,182,-0.9459,90,-2.8002
ENSG00000186665,C17orf58,6,-1.3065,15,0.09762,19,0.45012,18,0.29577,16,0.27027
ENSG00000182481,KPNA2,19,-0.8467,14,-1.2221,30,-0.0587,15,-1.1011,41,1.07659
ENSG00000278730,AC005332.6,33,0.87426,19,-0.0898,14,-0.5964,38,0.97846,15,-0.8598
ENSG00000196704,AMZ2,57,-0.8772,80,-0.2822,69,-0.5160,107,0.17575,114,0.62524
ENSG00000108946,PRKAR1A,214,-0.4979,185,-0.6815,422,0.62693,177,-0.7471,323,0.41477
ENSG00000141338,ABCA8,154,4.55934,1,-5.0442,3,-3.5120,25,-0.4360,4,-3.7918
ENSG00000154265,ABCA5,35,0.19519,17,-0.8959,66,1.23374,6,-2.3849,31,-0.0491
ENSG00000125398,SOX9,34,0.87789,24,0.19995,20,-0.1090,60,1.78451,10,-1.7279
ENSG00000180616,SSTR2,26,-1.5982,69,-0.0395,191,1.70461,37,-0.9826,71,0.02046
ENSG00000166685,COG1,26,-0.9150,31,-0.5908,48,0.07161,51,0.17331,53,0.54131
ENSG00000133193,FAM104A,5,-1.5501,24,0.85319,12,-0.2170,13,-0.0865,16,0.38942
ENSG00000179604,CDC42EP4,22,-1.0995,66,0.70691,23,-0.9581,147,2.18322,31,-0.8213
ENSG00000172809,RPL38,1498,-0.0380,1405,-0.1352,659,-1.2950,2455,0.77125,1554,0.04790
ENSG00000141540,TTYH2,239,3.33195,9,-2.8093,9,-2.7698,50,-0.3431,23,-2.1983
ENSG00000109062,SLC9A3R1,49,0.06016,73,0.70144,25,-0.9720,87,0.99854,40,-0.5118
ENSG00000161509,GRIN2C,6,-2.0219,48,1.35568,24,0.20627,55,1.61811,16,-0.8117
ENSG00000167861,HID1,63,0.92426,11,-1.9092,32,-0.2633,9,-2.1232,40,0.19135
ENSG00000167862,MRPL58,14,-1.0938,11,-1.2731,13,-1.0321,32,0.30233,35,1.02578
ENSG00000180901,KCTD2,50,-0.4955,50,-0.4693,86,0.39163,56,-0.2787,75,0.34814
ENSG00000167863,ATP5PD,143,-1.7407,335,-0.3432,183,-1.2692,452,0.12658,556,1.14513
ENSG00000125458,NT5C,24,0.14444,23,0.07533,11,-1.0508,34,0.71721,21,-0.1460
ENSG00000189159,JPT1,17,-3.0947,85,-0.5827,117,-0.0886,109,-0.2060,170,1.29381
ENSG00000188612,SUMO2,124,-0.8658,197,-0.0796,146,-0.5403,212,0.03903,246,0.61336
ENSG00000125450,NUP85,15,-0.4825,16,-0.4042,21,0.06230,17,-0.2744,23,0.45315
ENSG00000125447,GGA3,16,-0.6851,19,-0.3884,39,0.73554,13,-0.9332,28,0.41328
ENSG00000125445,MRPS7,29,-1.5903,44,-0.8669,51,-0.6464,70,-0.1596,104,1.22412
ENSG00000177885,GRB2,100,-0.5383,80,-0.8165,204,0.64766,112,-0.3142,151,0.34406
ENSG00000177728,TMEM94,34,-0.5791,40,-0.2915,44,-0.1273,84,0.92264,49,0.03675
ENSG00000266714,MYO15B,39,1.97189,10,-0.5363,5,-1.5487,25,0.83687,8,-1.5888
ENSG00000161526,SAP30BP,67,0.11311,52,-0.2802,52,-0.2938,55,-0.1952,66,0.16952
ENSG00000132475,H3F3B,449,1.12180,119,-1.1460,122,-1.1014,473,1.05122,190,-0.7606
ENSG00000132471,WBP2,163,-1.1932,229,-0.5957,270,-0.3430,258,-0.4156,436,1.00462
ENSG00000132481,TRIM47,10,-0.4469,12,-0.1862,10,-0.4265,46,2.09930,10,-0.7891
ENSG00000204316,MRPL38,45,-0.5750,39,-0.7458,38,-0.7789,69,0.14501,77,0.68927
ENSG00000161533,ACOX1,32,0.07283,19,-0.7175,38,0.30843,41,0.42515,30,-0.1206
ENSG00000257949,TEN1,10,-0.9184,20,0.26113,12,-0.5927,11,-0.6645,21,0.73423
ENSG00000167881,SRP68,41,-0.6873,47,-0.4312,84,0.48605,77,0.35879,65,0.16232
ENSG00000182473,EXOC7,123,0.69057,71,-0.2701,96,0.20823,87,0.05300,71,-0.4833
ENSG00000141576,RNF157,51,-1.2424,216,1.15224,220,1.18253,55,-1.0347,99,-0.2585
ENSG00000185262,UBALD2,45,0.69933,25,-0.3258,24,-0.3483,16,-0.9833,30,-0.0318
ENSG00000161542,PRPSAP1,45,0.36382,17,-1.1147,26,-0.4888,51,0.55851,36,-0.0398
ENSG00000175931,UBE2O,31,-0.5558,38,-0.2051,90,1.22118,19,-1.2514,44,0.08190
ENSG00000163597,SNHG16,9,-1.8296,39,0.44440,22,-0.4891,43,0.59428,34,0.46598
ENSG00000182534,MXRA7,50,-1.9747,100,-0.8291,146,-0.2388,160,-0.1000,228,1.17003
ENSG00000181038,METTL23,14,-0.3123,8,-1.0790,10,-0.8145,25,0.59697,20,0.42996
ENSG00000161547,SRSF2,68,-0.4436,53,-0.7927,65,-0.4797,104,0.25996,102,0.51180
ENSG00000092931,MFSD11,30,1.44093,3,-2.1620,13,-0.1736,10,-0.5293,12,-0.5198
ENSG00000167889,MGAT5B,6,-2.3812,30,0.16638,39,0.59311,12,-1.2599,34,0.87132
ENSG00000234912,SNHG20,5,-1.5732,7,-0.8402,8,-0.7404,10,-0.3893,18,1.32351
ENSG00000129657,SEC14L1,29,-0.2056,25,-0.4277,29,-0.2038,23,-0.5446,38,0.47510
ENSG00000184640,SEPTIN9,30,-1.0737,57,0.01711,62,0.12786,82,0.59523,61,0.21961
ENSG00000078687,TNRC6C,195,2.36565,53,-0.3494,113,0.86992,18,-1.9380,26,-2.1450
ENSG00000141524,TMC6,111,3.51953,4,-2.8799,8,-1.8398,30,0.10886,7,-2.8357
ENSG00000108639,SYNGR2,79,2.71879,4,-2.4704,12,-1.0657,28,0.25601,10,-1.9576
ENSG00000183077,AFMID,47,1.94486,7,-1.3503,12,-0.6292,10,-0.8431,13,-0.9225
ENSG00000204278,TMEM235,72,5.20728,0,-7.7716,1,-3.2871,5,-1.5100,1,-4.1318
ENSG00000087157,PGS1,14,-0.1181,8,-0.8410,11,-0.4930,3,-2.3007,19,0.89772
ENSG00000108669,CYTH1,135,1.98911,35,-0.6280,49,-0.0783,37,-0.5429,30,-1.3520
ENSG00000055483,USP36,57,1.82054,8,-1.5556,32,0.50787,14,-0.8007,15,-1.1652
ENSG00000035862,TIMP2,219,0.69645,72,-1.1226,91,-0.7746,153,0.03308,150,-0.0126
ENSG00000108679,LGALS3BP,104,2.25405,3,-3.5505,8,-2.1739,81,1.32517,17,-1.8103
ENSG00000171302,CANT1,21,0.47818,8,-1.0862,20,0.37597,13,-0.3071,15,-0.0955
ENSG00000167281,RBFOX3,22,-2.8320,164,0.29867,237,0.90679,95,-0.5582,160,0.55909
ENSG00000141582,CBX4,33,0.44830,22,-0.2544,26,0.04834,12,-1.1240,26,0.04050
ENSG00000167291,TBC1D16,21,0.43847,31,1.01936,18,0.13616,19,0.17745,12,-0.8516
ENSG00000171298,GAA,44,0.49574,20,-0.7686,24,-0.5067,30,-0.1904,35,0.08283
ENSG00000141543,EIF4A3,13,-0.8294,2,-3.1092,5,-2.1398,28,0.39984,30,1.23581
ENSG00000181045,SLC26A11,19,-0.4768,13,-1.0097,29,0.24141,21,-0.2627,29,0.51929
ENSG00000173821,RNF213,124,2.52806,31,-0.4093,26,-0.6736,47,0.25814,15,-2.2413
ENSG00000173818,ENDOV,21,0.14152,22,0.17824,23,0.23507,19,-0.0310,18,-0.2224
ENSG00000171246,NPTX1,108,-2.0020,305,-0.3317,1201,2.02895,166,-1.2592,375,-0.0090
ENSG00000141564,RPTOR,12,-0.7074,13,-0.5533,24,0.40737,31,0.82276,19,0.02078
